rating,date,variation,verified_reviews,feedback,lower_text,remove_punc,remove_emoji,tokenized_string,remove_stopword
5,28-Jul-18,Black  Show,The ease of set up and overall functionality makes this Echo show worth every penny.  I especially like setting my background screen and being able to set affirmations that I use as personalized reminders.,1,the ease of set up and overall functionality makes this echo show worth every penny.  i especially like setting my background screen and being able to set affirmations that i use as personalized reminders.,the ease of set up and overall functionality makes this echo show worth every penny  i especially like setting my background screen and being able to set affirmations that i use as personalized reminders,the ease of set up and overall functionality makes this echo show worth every penny  i especially like setting my background screen and being able to set affirmations that i use as personalized reminders,"['the', 'ease', 'of', 'set', 'up', 'and', 'overall', 'functionality', 'makes', 'this', 'echo', 'show', 'worth', 'every', 'penny', 'i', 'especially', 'like', 'setting', 'my', 'background', 'screen', 'and', 'being', 'able', 'to', 'set', 'affirmations', 'that', 'i', 'use', 'as', 'personalized', 'reminders']",ease set overall functionality makes echo show worth every penny especially like setting background screen able set affirmations use personalized reminders
5,28-Jul-18,Black  Show,I love it!  I wanted it primarily for the kitchen.  In addition to other common services I wanted it to use ALLRecipes and Cook's Illustrated recipes,1,i love it!  i wanted it primarily for the kitchen.  in addition to other common services i wanted it to use allrecipes and cook's illustrated recipes,i love it  i wanted it primarily for the kitchen  in addition to other common services i wanted it to use allrecipes and cooks illustrated recipes,i love it  i wanted it primarily for the kitchen  in addition to other common services i wanted it to use allrecipes and cooks illustrated recipes,"['i', 'love', 'it', 'i', 'wanted', 'it', 'primarily', 'for', 'the', 'kitchen', 'in', 'addition', 'to', 'other', 'common', 'services', 'i', 'wanted', 'it', 'to', 'use', 'allrecipes', 'and', 'cooks', 'illustrated', 'recipes']",love wanted primarily kitchen addition common services wanted use allrecipes cooks illustrated recipes
5,28-Jul-18,Black  Show,"Easy to use. Great for recipes, listen to music, see movies, movie trailers, so much to do....",1,"easy to use. great for recipes, listen to music, see movies, movie trailers, so much to do....",easy to use great for recipes listen to music see movies movie trailers so much to do,easy to use great for recipes listen to music see movies movie trailers so much to do,"['easy', 'to', 'use', 'great', 'for', 'recipes', 'listen', 'to', 'music', 'see', 'movies', 'movie', 'trailers', 'so', 'much', 'to', 'do']",easy use great recipes listen music see movies movie trailers much
5,28-Jul-18,Black  Show,I love being able to see information that Alexa gives.  When notifications are turned on it lets you know when your order will be delivered and it also tells you what the order is. You can use the Echo screen to pull up details of your orders. You can use the Alexa skill to make calls from uhyour Echo.,1,i love being able to see information that alexa gives.  when notifications are turned on it lets you know when your order will be delivered and it also tells you what the order is. you can use the echo screen to pull up details of your orders. you can use the alexa skill to make calls from uhyour echo.,i love being able to see information that alexa gives  when notifications are turned on it lets you know when your order will be delivered and it also tells you what the order is you can use the echo screen to pull up details of your orders you can use the alexa skill to make calls from uhyour echo,i love being able to see information that alexa gives  when notifications are turned on it lets you know when your order will be delivered and it also tells you what the order is you can use the echo screen to pull up details of your orders you can use the alexa skill to make calls from uhyour echo,"['i', 'love', 'being', 'able', 'to', 'see', 'information', 'that', 'alexa', 'gives', 'when', 'notifications', 'are', 'turned', 'on', 'it', 'lets', 'you', 'know', 'when', 'your', 'order', 'will', 'be', 'delivered', 'and', 'it', 'also', 'tells', 'you', 'what', 'the', 'order', 'is', 'you', 'can', 'use', 'the', 'echo', 'screen', 'to', 'pull', 'up', 'details', 'of', 'your', 'orders', 'you', 'can', 'use', 'the', 'alexa', 'skill', 'to', 'make', 'calls', 'from', 'uhyour', 'echo']",love able see information alexa gives notifications turned lets know order delivered also tells order use echo screen pull details orders use alexa skill make calls uhyour echo
5,28-Jul-18,White  Show,Great sound and video!,1,great sound and video!,great sound and video,great sound and video,"['great', 'sound', 'and', 'video']",great sound video
5,28-Jul-18,Black  Show,"really like it,",1,"really like it,",really like it,really like it,"['really', 'like', 'it']",really like
5,28-Jul-18,White  Show,"Love my Echo Show!! Now I can listen to music, get recipes, and so much more!!! I highly recommend the Echo for everyone!!",1,"love my echo show!! now i can listen to music, get recipes, and so much more!!! i highly recommend the echo for everyone!!",love my echo show now i can listen to music get recipes and so much more i highly recommend the echo for everyone,love my echo show now i can listen to music get recipes and so much more i highly recommend the echo for everyone,"['love', 'my', 'echo', 'show', 'now', 'i', 'can', 'listen', 'to', 'music', 'get', 'recipes', 'and', 'so', 'much', 'more', 'i', 'highly', 'recommend', 'the', 'echo', 'for', 'everyone']",love echo show listen music get recipes much highly recommend echo everyone
5,28-Jul-18,Black  Show,"Easy to set up. Plug it in then make some selections for your preferences such as language, temp C or F etc. I am getting more familiar with it and will be adding my calendar and appointments.",1,"easy to set up. plug it in then make some selections for your preferences such as language, temp c or f etc. i am getting more familiar with it and will be adding my calendar and appointments.",easy to set up plug it in then make some selections for your preferences such as language temp c or f etc i am getting more familiar with it and will be adding my calendar and appointments,easy to set up plug it in then make some selections for your preferences such as language temp c or f etc i am getting more familiar with it and will be adding my calendar and appointments,"['easy', 'to', 'set', 'up', 'plug', 'it', 'in', 'then', 'make', 'some', 'selections', 'for', 'your', 'preferences', 'such', 'as', 'language', 'temp', 'c', 'or', 'f', 'etc', 'i', 'am', 'getting', 'more', 'familiar', 'with', 'it', 'and', 'will', 'be', 'adding', 'my', 'calendar', 'and', 'appointments']",easy set plug make selections preferences language temp c f etc getting familiar adding calendar appointments
5,28-Jul-18,Black  Show,I like the variety of stuff that the echo show offers.,1,i like the variety of stuff that the echo show offers.,i like the variety of stuff that the echo show offers,i like the variety of stuff that the echo show offers,"['i', 'like', 'the', 'variety', 'of', 'stuff', 'that', 'the', 'echo', 'show', 'offers']",like variety stuff echo show offers
5,28-Jul-18,Black  Show,I love it!!!,1,i love it!!!,i love it,i love it,"['i', 'love', 'it']",love
4,28-Jul-18,Black  Show,I wish it did more with internet searches.  I do like the feature it has,1,i wish it did more with internet searches.  i do like the feature it has,i wish it did more with internet searches  i do like the feature it has,i wish it did more with internet searches  i do like the feature it has,"['i', 'wish', 'it', 'did', 'more', 'with', 'internet', 'searches', 'i', 'do', 'like', 'the', 'feature', 'it', 'has']",wish internet searches like feature
5,28-Jul-18,Black  Show,I bought this after visiting a friend who had one and it is great.  I understand the frustration of not having YouTube though.  Still good to have-love seeing the words to songs and if you have the Ring doorbell-you never have to get up from your chair...laziness at it's best!  LOL  All in all- a great product with good speakers.,1,i bought this after visiting a friend who had one and it is great.  i understand the frustration of not having youtube though.  still good to have-love seeing the words to songs and if you have the ring doorbell-you never have to get up from your chair...laziness at it's best!  lol  all in all- a great product with good speakers.,i bought this after visiting a friend who had one and it is great  i understand the frustration of not having youtube though  still good to havelove seeing the words to songs and if you have the ring doorbellyou never have to get up from your chairlaziness at its best  lol  all in all a great product with good speakers,i bought this after visiting a friend who had one and it is great  i understand the frustration of not having youtube though  still good to havelove seeing the words to songs and if you have the ring doorbellyou never have to get up from your chairlaziness at its best  lol  all in all a great product with good speakers,"['i', 'bought', 'this', 'after', 'visiting', 'a', 'friend', 'who', 'had', 'one', 'and', 'it', 'is', 'great', 'i', 'understand', 'the', 'frustration', 'of', 'not', 'having', 'youtube', 'though', 'still', 'good', 'to', 'havelove', 'seeing', 'the', 'words', 'to', 'songs', 'and', 'if', 'you', 'have', 'the', 'ring', 'doorbellyou', 'never', 'have', 'to', 'get', 'up', 'from', 'your', 'chairlaziness', 'at', 'its', 'best', 'lol', 'all', 'in', 'all', 'a', 'great', 'product', 'with', 'good', 'speakers']",bought visiting friend one great understand frustration youtube though still good havelove seeing words songs ring doorbellyou never get chairlaziness best lol great product good speakers
4,28-Jul-18,White  Show,Good smart home gadget.,1,good smart home gadget.,good smart home gadget,good smart home gadget,"['good', 'smart', 'home', 'gadget']",good smart home gadget
5,28-Jul-18,Black  Show,Love the speakers and the screen.,1,love the speakers and the screen.,love the speakers and the screen,love the speakers and the screen,"['love', 'the', 'speakers', 'and', 'the', 'screen']",love speakers screen
1,28-Jul-18,White  Show,No YouTube,0,no youtube,no youtube,no youtube,"['no', 'youtube']",youtube
5,28-Jul-18,Black  Show,I loved everything about this item. Quick response time and very sensitive to me speaking from the other end of the house.,1,i loved everything about this item. quick response time and very sensitive to me speaking from the other end of the house.,i loved everything about this item quick response time and very sensitive to me speaking from the other end of the house,i loved everything about this item quick response time and very sensitive to me speaking from the other end of the house,"['i', 'loved', 'everything', 'about', 'this', 'item', 'quick', 'response', 'time', 'and', 'very', 'sensitive', 'to', 'me', 'speaking', 'from', 'the', 'other', 'end', 'of', 'the', 'house']",loved everything item quick response time sensitive speaking end house
5,28-Jul-18,Black  Show,Bought it for my mother,1,bought it for my mother,bought it for my mother,bought it for my mother,"['bought', 'it', 'for', 'my', 'mother']",bought mother
4,28-Jul-18,Black  Show,It is great. But it would be better there was a way to use headphones with it.,1,it is great. but it would be better there was a way to use headphones with it.,it is great but it would be better there was a way to use headphones with it,it is great but it would be better there was a way to use headphones with it,"['it', 'is', 'great', 'but', 'it', 'would', 'be', 'better', 'there', 'was', 'a', 'way', 'to', 'use', 'headphones', 'with', 'it']",great would better way use headphones
4,28-Jul-18,White  Show,"So far so good,  much better sound than my Echo Dot",1,"so far so good,  much better sound than my echo dot",so far so good  much better sound than my echo dot,so far so good  much better sound than my echo dot,"['so', 'far', 'so', 'good', 'much', 'better', 'sound', 'than', 'my', 'echo', 'dot']",far good much better sound echo dot
5,28-Jul-18,Black  Show,Clear screen and great picture,1,clear screen and great picture,clear screen and great picture,clear screen and great picture,"['clear', 'screen', 'and', 'great', 'picture']",clear screen great picture
5,28-Jul-18,Black  Show,I love it. It is compatible with many of my cameras and it does everything that the echo dot does.,1,i love it. it is compatible with many of my cameras and it does everything that the echo dot does.,i love it it is compatible with many of my cameras and it does everything that the echo dot does,i love it it is compatible with many of my cameras and it does everything that the echo dot does,"['i', 'love', 'it', 'it', 'is', 'compatible', 'with', 'many', 'of', 'my', 'cameras', 'and', 'it', 'does', 'everything', 'that', 'the', 'echo', 'dot', 'does']",love compatible many cameras everything echo dot
5,28-Jul-18,Black  Show,I have it in the kitchen. Great for news or music in the a.m. I can video call my daughter and grand kids. I really dig it!,1,i have it in the kitchen. great for news or music in the a.m. i can video call my daughter and grand kids. i really dig it!,i have it in the kitchen great for news or music in the am i can video call my daughter and grand kids i really dig it,i have it in the kitchen great for news or music in the am i can video call my daughter and grand kids i really dig it,"['i', 'have', 'it', 'in', 'the', 'kitchen', 'great', 'for', 'news', 'or', 'music', 'in', 'the', 'am', 'i', 'can', 'video', 'call', 'my', 'daughter', 'and', 'grand', 'kids', 'i', 'really', 'dig', 'it']",kitchen great news music video call daughter grand kids really dig
5,28-Jul-18,Black  Show,"I absolutely love this thing. And I love AMAZON because my Echo Show went bonkers and all it took was a brief chat and Voila, a new one to replace it is on the way. I was floored when the screen started blurring and shaking and jumping and missing part of its data. Alexa still talked but I couldn't watch movies. SO HAPPY that Amazon is so easy to deal with and makes good on its products without any hassle at all.",1,"i absolutely love this thing. and i love amazon because my echo show went bonkers and all it took was a brief chat and voila, a new one to replace it is on the way. i was floored when the screen started blurring and shaking and jumping and missing part of its data. alexa still talked but i couldn't watch movies. so happy that amazon is so easy to deal with and makes good on its products without any hassle at all.",i absolutely love this thing and i love amazon because my echo show went bonkers and all it took was a brief chat and voila a new one to replace it is on the way i was floored when the screen started blurring and shaking and jumping and missing part of its data alexa still talked but i couldnt watch movies so happy that amazon is so easy to deal with and makes good on its products without any hassle at all,i absolutely love this thing and i love amazon because my echo show went bonkers and all it took was a brief chat and voila a new one to replace it is on the way i was floored when the screen started blurring and shaking and jumping and missing part of its data alexa still talked but i couldnt watch movies so happy that amazon is so easy to deal with and makes good on its products without any hassle at all,"['i', 'absolutely', 'love', 'this', 'thing', 'and', 'i', 'love', 'amazon', 'because', 'my', 'echo', 'show', 'went', 'bonkers', 'and', 'all', 'it', 'took', 'was', 'a', 'brief', 'chat', 'and', 'voila', 'a', 'new', 'one', 'to', 'replace', 'it', 'is', 'on', 'the', 'way', 'i', 'was', 'floored', 'when', 'the', 'screen', 'started', 'blurring', 'and', 'shaking', 'and', 'jumping', 'and', 'missing', 'part', 'of', 'its', 'data', 'alexa', 'still', 'talked', 'but', 'i', 'couldnt', 'watch', 'movies', 'so', 'happy', 'that', 'amazon', 'is', 'so', 'easy', 'to', 'deal', 'with', 'and', 'makes', 'good', 'on', 'its', 'products', 'without', 'any', 'hassle', 'at', 'all']",absolutely love thing love amazon echo show went bonkers took brief chat voila new one replace way floored screen started blurring shaking jumping missing part data alexa still talked couldnt watch movies happy amazon easy deal makes good products without hassle
5,28-Jul-18,Black  Show,"Works well for recipes and references. Nice device, just the right size.",1,"works well for recipes and references. nice device, just the right size.",works well for recipes and references nice device just the right size,works well for recipes and references nice device just the right size,"['works', 'well', 'for', 'recipes', 'and', 'references', 'nice', 'device', 'just', 'the', 'right', 'size']",works well recipes references nice device right size
5,28-Jul-18,Black  Show,Works well,1,works well,works well,works well,"['works', 'well']",works well
1,28-Jul-18,White  Show,"Works fine, I just realize I don’t need this because I don’t use it.",0,"works fine, i just realize i don’t need this because i don’t use it.",works fine i just realize i don’t need this because i don’t use it,works fine i just realize i don’t need this because i don’t use it,"['works', 'fine', 'i', 'just', 'realize', 'i', 'don', 't', 'need', 'this', 'because', 'i', 'don', 't', 'use', 'it']",works fine realize don’t need don’t use
5,28-Jul-18,Black  Show,"It has a screen, microphones, speaker, and alexa lives inside.  Yup it is an Echo Show.  Expectations met.",1,"it has a screen, microphones, speaker, and alexa lives inside.  yup it is an echo show.  expectations met.",it has a screen microphones speaker and alexa lives inside  yup it is an echo show  expectations met,it has a screen microphones speaker and alexa lives inside  yup it is an echo show  expectations met,"['it', 'has', 'a', 'screen', 'microphones', 'speaker', 'and', 'alexa', 'lives', 'inside', 'yup', 'it', 'is', 'an', 'echo', 'show', 'expectations', 'met']",screen microphones speaker alexa lives inside yup echo show expectations met
5,28-Jul-18,Black  Show,This is very user friendly,1,this is very user friendly,this is very user friendly,this is very user friendly,"['this', 'is', 'very', 'user', 'friendly']",user friendly
5,28-Jul-18,Black  Show,👍🏻,1,👍🏻,👍🏻,,[''],
5,28-Jul-18,Black  Show,Let’s start with.Dislikes: Now I want to buy 7 more to have them all over my house.Do I even need to add my likes now? HahaAwesome fun and useful. Nothing else to say.,1,let’s start with.dislikes: now i want to buy 7 more to have them all over my house.do i even need to add my likes now? hahaawesome fun and useful. nothing else to say.,let’s start withdislikes now i want to buy 7 more to have them all over my housedo i even need to add my likes now hahaawesome fun and useful nothing else to say,let’s start withdislikes now i want to buy 7 more to have them all over my housedo i even need to add my likes now hahaawesome fun and useful nothing else to say,"['let', 's', 'start', 'withdislikes', 'now', 'i', 'want', 'to', 'buy', '7', 'more', 'to', 'have', 'them', 'all', 'over', 'my', 'housedo', 'i', 'even', 'need', 'to', 'add', 'my', 'likes', 'now', 'hahaawesome', 'fun', 'and', 'useful', 'nothing', 'else', 'to', 'say']",let’s start withdislikes want buy 7 housedo even need add likes hahaawesome fun useful nothing else say
5,28-Jul-18,White  Show,"An outstanding piece of Technology, I use it everyday for information, scheduling and general information.  Awesome Amazon, keep improving with AI.",1,"an outstanding piece of technology, i use it everyday for information, scheduling and general information.  awesome amazon, keep improving with ai.",an outstanding piece of technology i use it everyday for information scheduling and general information  awesome amazon keep improving with ai,an outstanding piece of technology i use it everyday for information scheduling and general information  awesome amazon keep improving with ai,"['an', 'outstanding', 'piece', 'of', 'technology', 'i', 'use', 'it', 'everyday', 'for', 'information', 'scheduling', 'and', 'general', 'information', 'awesome', 'amazon', 'keep', 'improving', 'with', 'ai']",outstanding piece technology use everyday information scheduling general information awesome amazon keep improving ai
5,28-Jul-18,Black  Show,This was an impulse buy and I am super happy I made the purchase. I love this so much I immediately bought my parents one. now we can video chat easily! I love all the features and how easy this is to use and set up.,1,this was an impulse buy and i am super happy i made the purchase. i love this so much i immediately bought my parents one. now we can video chat easily! i love all the features and how easy this is to use and set up.,this was an impulse buy and i am super happy i made the purchase i love this so much i immediately bought my parents one now we can video chat easily i love all the features and how easy this is to use and set up,this was an impulse buy and i am super happy i made the purchase i love this so much i immediately bought my parents one now we can video chat easily i love all the features and how easy this is to use and set up,"['this', 'was', 'an', 'impulse', 'buy', 'and', 'i', 'am', 'super', 'happy', 'i', 'made', 'the', 'purchase', 'i', 'love', 'this', 'so', 'much', 'i', 'immediately', 'bought', 'my', 'parents', 'one', 'now', 'we', 'can', 'video', 'chat', 'easily', 'i', 'love', 'all', 'the', 'features', 'and', 'how', 'easy', 'this', 'is', 'to', 'use', 'and', 'set', 'up']",impulse buy super happy made purchase love much immediately bought parents one video chat easily love features easy use set
5,28-Jul-18,Black  Show,I like it,1,i like it,i like it,i like it,"['i', 'like', 'it']",like
5,28-Jul-18,Black  Show,"Great product, great price on Prime Day.  Thanks Alexa!",1,"great product, great price on prime day.  thanks alexa!",great product great price on prime day  thanks alexa,great product great price on prime day  thanks alexa,"['great', 'product', 'great', 'price', 'on', 'prime', 'day', 'thanks', 'alexa']",great product great price prime day thanks alexa
4,28-Jul-18,Black  Show,Still trying to figure out how to link to Bluetooth speaker.,1,still trying to figure out how to link to bluetooth speaker.,still trying to figure out how to link to bluetooth speaker,still trying to figure out how to link to bluetooth speaker,"['still', 'trying', 'to', 'figure', 'out', 'how', 'to', 'link', 'to', 'bluetooth', 'speaker']",still trying figure link bluetooth speaker
4,28-Jul-18,Black  Show,Wish there were more skills,1,wish there were more skills,wish there were more skills,wish there were more skills,"['wish', 'there', 'were', 'more', 'skills']",wish skills
5,28-Jul-18,Black  Show,"Still learning it. We have just started integrating the smart devices in our home with the Echo product line. We now have the Show, the Spot, two Dots and a kids Dot. Having trouble getting them to call each other but still working on it.",1,"still learning it. we have just started integrating the smart devices in our home with the echo product line. we now have the show, the spot, two dots and a kids dot. having trouble getting them to call each other but still working on it.",still learning it we have just started integrating the smart devices in our home with the echo product line we now have the show the spot two dots and a kids dot having trouble getting them to call each other but still working on it,still learning it we have just started integrating the smart devices in our home with the echo product line we now have the show the spot two dots and a kids dot having trouble getting them to call each other but still working on it,"['still', 'learning', 'it', 'we', 'have', 'just', 'started', 'integrating', 'the', 'smart', 'devices', 'in', 'our', 'home', 'with', 'the', 'echo', 'product', 'line', 'we', 'now', 'have', 'the', 'show', 'the', 'spot', 'two', 'dots', 'and', 'a', 'kids', 'dot', 'having', 'trouble', 'getting', 'them', 'to', 'call', 'each', 'other', 'but', 'still', 'working', 'on', 'it']",still learning started integrating smart devices home echo product line show spot two dots kids dot trouble getting call still working
5,28-Jul-18,Black  Show,"Great improvement over the original Echo.  Like the ability to see lyrics to songs, watch Prime TV and get other visuals.  The little hints about things to try that appears across the bottom sparks the imagination.",1,"great improvement over the original echo.  like the ability to see lyrics to songs, watch prime tv and get other visuals.  the little hints about things to try that appears across the bottom sparks the imagination.",great improvement over the original echo  like the ability to see lyrics to songs watch prime tv and get other visuals  the little hints about things to try that appears across the bottom sparks the imagination,great improvement over the original echo  like the ability to see lyrics to songs watch prime tv and get other visuals  the little hints about things to try that appears across the bottom sparks the imagination,"['great', 'improvement', 'over', 'the', 'original', 'echo', 'like', 'the', 'ability', 'to', 'see', 'lyrics', 'to', 'songs', 'watch', 'prime', 'tv', 'and', 'get', 'other', 'visuals', 'the', 'little', 'hints', 'about', 'things', 'to', 'try', 'that', 'appears', 'across', 'the', 'bottom', 'sparks', 'the', 'imagination']",great improvement original echo like ability see lyrics songs watch prime tv get visuals little hints things try appears across bottom sparks imagination
5,28-Jul-18,White  Show,Love it!,1,love it!,love it,love it,"['love', 'it']",love
4,28-Jul-18,Black  Show,"Sound is great,video is great. Now I just need to learn everything it can do. Where can I see videos (youtube), listen to music. watch the news",1,"sound is great,video is great. now i just need to learn everything it can do. where can i see videos (youtube), listen to music. watch the news",sound is greatvideo is great now i just need to learn everything it can do where can i see videos youtube listen to music watch the news,sound is greatvideo is great now i just need to learn everything it can do where can i see videos youtube listen to music watch the news,"['sound', 'is', 'greatvideo', 'is', 'great', 'now', 'i', 'just', 'need', 'to', 'learn', 'everything', 'it', 'can', 'do', 'where', 'can', 'i', 'see', 'videos', 'youtube', 'listen', 'to', 'music', 'watch', 'the', 'news']",sound greatvideo great need learn everything see videos youtube listen music watch news
5,28-Jul-18,White  Show,Great addition to our Alexa family. Great video also.,1,great addition to our alexa family. great video also.,great addition to our alexa family great video also,great addition to our alexa family great video also,"['great', 'addition', 'to', 'our', 'alexa', 'family', 'great', 'video', 'also']",great addition alexa family great video also
3,28-Jul-18,Black  Show,"If you belong to amazon prime, I would think that you could watch any video on it that was in the library.  You can with prime music",1,"if you belong to amazon prime, i would think that you could watch any video on it that was in the library.  you can with prime music",if you belong to amazon prime i would think that you could watch any video on it that was in the library  you can with prime music,if you belong to amazon prime i would think that you could watch any video on it that was in the library  you can with prime music,"['if', 'you', 'belong', 'to', 'amazon', 'prime', 'i', 'would', 'think', 'that', 'you', 'could', 'watch', 'any', 'video', 'on', 'it', 'that', 'was', 'in', 'the', 'library', 'you', 'can', 'with', 'prime', 'music']",belong amazon prime would think could watch video library prime music
5,28-Jul-18,Black  Show,Starting my day!,1,starting my day!,starting my day,starting my day,"['starting', 'my', 'day']",starting day
5,28-Jul-18,Black  Show,Nothing to dislike and it does a lot more than I expected,1,nothing to dislike and it does a lot more than i expected,nothing to dislike and it does a lot more than i expected,nothing to dislike and it does a lot more than i expected,"['nothing', 'to', 'dislike', 'and', 'it', 'does', 'a', 'lot', 'more', 'than', 'i', 'expected']",nothing dislike lot expected
4,28-Jul-18,Black  Show,I bought this specifically so my wife could look at our Arlo security cameras from the bedroom when I’m at work. The system worked for three days and now it just gives me a error message. Very disappointed due to the fact that they advertise that these systems work together. I gave four stars because it does everything else very well.,1,i bought this specifically so my wife could look at our arlo security cameras from the bedroom when i’m at work. the system worked for three days and now it just gives me a error message. very disappointed due to the fact that they advertise that these systems work together. i gave four stars because it does everything else very well.,i bought this specifically so my wife could look at our arlo security cameras from the bedroom when i’m at work the system worked for three days and now it just gives me a error message very disappointed due to the fact that they advertise that these systems work together i gave four stars because it does everything else very well,i bought this specifically so my wife could look at our arlo security cameras from the bedroom when i’m at work the system worked for three days and now it just gives me a error message very disappointed due to the fact that they advertise that these systems work together i gave four stars because it does everything else very well,"['i', 'bought', 'this', 'specifically', 'so', 'my', 'wife', 'could', 'look', 'at', 'our', 'arlo', 'security', 'cameras', 'from', 'the', 'bedroom', 'when', 'i', 'm', 'at', 'work', 'the', 'system', 'worked', 'for', 'three', 'days', 'and', 'now', 'it', 'just', 'gives', 'me', 'a', 'error', 'message', 'very', 'disappointed', 'due', 'to', 'the', 'fact', 'that', 'they', 'advertise', 'that', 'these', 'systems', 'work', 'together', 'i', 'gave', 'four', 'stars', 'because', 'it', 'does', 'everything', 'else', 'very', 'well']",bought specifically wife could look arlo security cameras bedroom i’m work system worked three days gives error message disappointed due fact advertise systems work together gave four stars everything else well
5,28-Jul-18,Black  Show,Love it,1,love it,love it,love it,"['love', 'it']",love
5,28-Jul-18,Black  Show,It is awesome. I love being able to turn my lights on so I don’t have to walk into a dark home. I also get to video chat with my nephews who live states away by just asking Alexa to call.,1,it is awesome. i love being able to turn my lights on so i don’t have to walk into a dark home. i also get to video chat with my nephews who live states away by just asking alexa to call.,it is awesome i love being able to turn my lights on so i don’t have to walk into a dark home i also get to video chat with my nephews who live states away by just asking alexa to call,it is awesome i love being able to turn my lights on so i don’t have to walk into a dark home i also get to video chat with my nephews who live states away by just asking alexa to call,"['it', 'is', 'awesome', 'i', 'love', 'being', 'able', 'to', 'turn', 'my', 'lights', 'on', 'so', 'i', 'don', 't', 'have', 'to', 'walk', 'into', 'a', 'dark', 'home', 'i', 'also', 'get', 'to', 'video', 'chat', 'with', 'my', 'nephews', 'who', 'live', 'states', 'away', 'by', 'just', 'asking', 'alexa', 'to', 'call']",awesome love able turn lights don’t walk dark home also get video chat nephews live states away asking alexa call
5,28-Jul-18,White  Show,Super easy set up! Great features! FUN!,1,super easy set up! great features! fun!,super easy set up great features fun,super easy set up great features fun,"['super', 'easy', 'set', 'up', 'great', 'features', 'fun']",super easy set great features fun
5,28-Jul-18,Black  Show,I love the size and the videos are a good quality.  The sound is awesome too.,1,i love the size and the videos are a good quality.  the sound is awesome too.,i love the size and the videos are a good quality  the sound is awesome too,i love the size and the videos are a good quality  the sound is awesome too,"['i', 'love', 'the', 'size', 'and', 'the', 'videos', 'are', 'a', 'good', 'quality', 'the', 'sound', 'is', 'awesome', 'too']",love size videos good quality sound awesome
5,28-Jul-18,Black  Show,Home,1,home,home,home,['home'],home
5,28-Jul-18,White  Show,Bought for my older grandparent to help with reminders. Would recommend to anyone with someone in their life with dementia or memory loss. Helps my grandmother remember to take medications and do daily task. She loves it because she can listen to music and ask questions,1,bought for my older grandparent to help with reminders. would recommend to anyone with someone in their life with dementia or memory loss. helps my grandmother remember to take medications and do daily task. she loves it because she can listen to music and ask questions,bought for my older grandparent to help with reminders would recommend to anyone with someone in their life with dementia or memory loss helps my grandmother remember to take medications and do daily task she loves it because she can listen to music and ask questions,bought for my older grandparent to help with reminders would recommend to anyone with someone in their life with dementia or memory loss helps my grandmother remember to take medications and do daily task she loves it because she can listen to music and ask questions,"['bought', 'for', 'my', 'older', 'grandparent', 'to', 'help', 'with', 'reminders', 'would', 'recommend', 'to', 'anyone', 'with', 'someone', 'in', 'their', 'life', 'with', 'dementia', 'or', 'memory', 'loss', 'helps', 'my', 'grandmother', 'remember', 'to', 'take', 'medications', 'and', 'do', 'daily', 'task', 'she', 'loves', 'it', 'because', 'she', 'can', 'listen', 'to', 'music', 'and', 'ask', 'questions']",bought older grandparent help reminders would recommend anyone someone life dementia memory loss helps grandmother remember take medications daily task loves listen music ask questions
5,28-Jul-18,Black  Show,Kids like it for games.  Showing the lyrics for songs is neat.,1,kids like it for games.  showing the lyrics for songs is neat.,kids like it for games  showing the lyrics for songs is neat,kids like it for games  showing the lyrics for songs is neat,"['kids', 'like', 'it', 'for', 'games', 'showing', 'the', 'lyrics', 'for', 'songs', 'is', 'neat']",kids like games showing lyrics songs neat
2,28-Jul-18,Black  Show,Need to be able to connect to more 3rd party viceo apps,0,need to be able to connect to more 3rd party viceo apps,need to be able to connect to more 3rd party viceo apps,need to be able to connect to more 3rd party viceo apps,"['need', 'to', 'be', 'able', 'to', 'connect', 'to', 'more', '3rd', 'party', 'viceo', 'apps']",need able connect 3rd party viceo apps
5,28-Jul-18,Black  Show,Glad I upgraded my aka,1,glad i upgraded my aka,glad i upgraded my aka,glad i upgraded my aka,"['glad', 'i', 'upgraded', 'my', 'aka']",glad upgraded aka
4,28-Jul-18,Black  Show,Still leaning about it. The price was right!,1,still leaning about it. the price was right!,still leaning about it the price was right,still leaning about it the price was right,"['still', 'leaning', 'about', 'it', 'the', 'price', 'was', 'right']",still leaning price right
